"Mod name","Registry name","Entity class name","ID"
"Animania","animania:doe_havana","EntityRabbitDoeHavana",117
"Animania","animania:doe_jack","EntityRabbitDoeJack",120
"Animania","animania:doe_kiko","EntityDoeKiko",79
"Animania","animania:doe_kinder","EntityDoeKinder",82
"Animania","animania:doe_lop","EntityRabbitDoeLop",129
"Animania","animania:doe_new_zealand","EntityRabbitDoeNewZealand",123
"Animania","animania:doe_nigerian_dwarf","EntityDoeNigerianDwarf",85
"Animania","animania:doe_pygmy","EntityDoePygmy",88
"Animania","animania:doe_rex","EntityRabbitDoeRex",126
"Animania","animania:ewe_dorper","EntityEweDorper",96
"Animania","animania:ewe_dorset","EntityEweDorset",99
"Animania","animania:ewe_friesian","EntityEweFriesian",90
"Animania","animania:ewe_jacob","EntityEweJacob",105
"Animania","animania:ewe_merino","EntityEweMerino",102
"Animania","animania:ewe_suffolk","EntityEweSuffolk",93
"Animania","animania:ferret_grey","EntityFerretGrey",4
"Animania","animania:ferret_white","EntityFerretWhite",5
"Animania","animania:foal_draft","EntityFoalDraftHorse",2
"Animania","animania:frog","EntityFrogs",66
"Animania","animania:hamster","EntityHamster",3
"Animania","animania:hedgehog","EntityHedgehog",6
"Animania","animania:hedgehog_albino","EntityHedgehogAlbino",7
"Animania","animania:hen_leghorn","EntityHenLeghorn",27
"Animania","animania:hen_orpington","EntityHenOrpington",30
"Animania","animania:hen_plymouth_rock","EntityHenPlymouthRock",33
"Animania","animania:hen_rhode_island_red","EntityHenRhodeIslandRed",36
"Animania","animania:hen_wyandotte","EntityHenWyandotte",39
"Animania","animania:hog_duroc","EntityHogDuroc",25
"Animania","animania:hog_hampshire","EntityHogHampshire",22
"Animania","animania:hog_large_black","EntityHogLargeBlack",16
"Animania","animania:hog_large_white","EntityHogLargeWhite",19
"Animania","animania:hog_old_spot","EntityHogOldSpot",13
"Animania","animania:hog_yorkshire","EntityHogYorkshire",10
"Animania","animania:kid_alpine","EntityKidAlpine",68
"Animania","animania:kid_angora","EntityKidAngora",71
"Animania","animania:kid_fainting","EntityKidFainting",74
"Animania","animania:kid_kiko","EntityKidKiko",77
"Animania","animania:kid_kinder","EntityKidKinder",80
"Animania","animania:kid_nigerian_dwarf","EntityKidNigerianDwarf",83
"Animania","animania:kid_pygmy","EntityKidPygmy",86
"Animania","animania:kit_chinchilla","EntityRabbitKitChinchilla",112
"Animania","animania:kit_cottontail","EntityRabbitKitCottontail",109
"Animania","animania:kit_dutch","EntityRabbitKitDutch",115
"Animania","animania:kit_havana","EntityRabbitKitHavana",118
"Animania","animania:kit_jack","EntityRabbitKitJack",121
"Animania","animania:kit_lop","EntityRabbitKitLop",130
"Animania","animania:kit_new_zealand","EntityRabbitKitNewZealand",124
"Animania","animania:kit_rex","EntityRabbitKitRex",127
"Animania","animania:lamb_dorper","EntityLambDorper",95
"Animania","animania:lamb_dorset","EntityLambDorset",98
"Animania","animania:lamb_friesian","EntityLambFriesian",89
"Animania","animania:lamb_jacob","EntityLambJacob",104
"Animania","animania:lamb_merino","EntityLambMerino",101
"Animania","animania:lamb_suffolk","EntityLambSuffolk",92
"Animania","animania:mare_draft","EntityMareDraftHorse",0
"Animania","animania:peachick_blue","EntityPeachickBlue",146
"Animania","animania:peachick_charcoal","EntityPeachickCharcoal",131
"Animania","animania:peachick_opal","EntityPeachickOpal",134
"Animania","animania:peachick_peach","EntityPeachickPeach",137
"Animania","animania:peachick_purple","EntityPeachickPurple",140
"Animania","animania:peachick_taupe","EntityPeachickTaupe",143
"Animania","animania:peachick_white","EntityPeachickWhite",149
"Animania","animania:peacock_blue","EntityPeacockBlue",148
"Animania","animania:peacock_charcoal","EntityPeacockCharcoal",133
"Animania","animania:peacock_opal","EntityPeacockOpal",136
"Animania","animania:peacock_peach","EntityPeacockPeach",139
"Animania","animania:peacock_purple","EntityPeacockPurple",142
"Animania","animania:peacock_taupe","EntityPeacockTaupe",145
"Animania","animania:peacock_white","EntityPeacockWhite",151
"Animania","animania:peahen_blue","EntityPeafowlBlue",147
"Animania","animania:peahen_charcoal","EntityPeafowlCharcoal",132
"Animania","animania:peahen_opal","EntityPeafowlOpal",135
"Animania","animania:peahen_peach","EntityPeafowlPeach",138
"Animania","animania:peahen_purple","EntityPeafowlPurple",141
"Animania","animania:peahen_taupe","EntityPeafowlTaupe",144
"Animania","animania:peahen_white","EntityPeafowlWhite",150
"Animania","animania:piglet_duroc","EntityPigletDuroc",23
"Animania","animania:piglet_hampshire","EntityPigletHampshire",20
"Animania","animania:piglet_large_black","EntityPigletLargeBlack",14
"Animania","animania:piglet_large_white","EntityPigletLargeWhite",17
"Animania","animania:piglet_old_spot","EntityPigletOldSpot",11
"Animania","animania:piglet_yorkshire","EntityPigletYorkshire",8
"Animania","animania:ram_dorper","EntityRamDorper",97
"Animania","animania:ram_dorset","EntityRamDorset",100
"Animania","animania:ram_friesian","EntityRamFriesian",91
"Animania","animania:ram_jacob","EntityRamJacob",106
"Animania","animania:ram_merino","EntityRamMerino",103
"Animania","animania:ram_suffolk","EntityRamSuffolk",94
"Animania","animania:rooster_leghorn","EntityRoosterLeghorn",28
"Animania","animania:rooster_orpington","EntityRoosterOrpington",31
"Animania","animania:rooster_plymouth_rock","EntityRoosterPlymouthRock",34
"Animania","animania:rooster_rhode_island_red","EntityRoosterRhodeIslandRed",37
"Animania","animania:rooster_wyandotte","EntityRoosterWyandotte",40
"Animania","animania:sow_duroc","EntitySowDuroc",24
"Animania","animania:sow_hampshire","EntitySowHampshire",21
"Animania","animania:sow_large_black","EntitySowLargeBlack",15
"Animania","animania:sow_large_white","EntitySowLargeWhite",18
"Animania","animania:sow_old_spot","EntitySowOldSpot",12
"Animania","animania:sow_yorkshire","EntitySowYorkshire",9
"Animania","animania:stallion_draft","EntityStallionDraftHorse",1
"Animania","animania:tiller","EntityTiller",154
"Animania","animania:toad","EntityToad",65
"Animania","animania:wagon","EntityWagon",152
"Aquaculture","aquaculture:custom_fish_hook","EntityCustomFishHook",0
"ArmorPlus","armorplus:coal_arrow","EntityCoalArrow",1
"ArmorPlus","armorplus:demonic_dragon","EntityDemonicDragon",17
"ArmorPlus","armorplus:emerald_arrow","EntityEmeraldArrow",4
"ArmorPlus","armorplus:ender_dragon_arrow","EntityEnderDragonArrow",9
"ArmorPlus","armorplus:ender_dragon_zombie","EntityEnderDragonZombie",12
"ArmorPlus","armorplus:freeze_bomb","EntityFreezeBomb",10
"ArmorPlus","armorplus:guardian_arrow","EntityGuardianArrow",7
"ArmorPlus","armorplus:ice_golem","EntityIceGolem",13
"ArmorPlus","armorplus:lapis_arrow","EntityLapisArrow",2
"ArmorPlus","armorplus:lava_arrow","EntityInfusedLavaArrow",6
"ArmorPlus","armorplus:obsidian_arrow","EntityObsidianArrow",5
"ArmorPlus","armorplus:overlord_of_the_guardians","EntityGuardianOverlord",14
"ArmorPlus","armorplus:redstone_arrow","EntityRedstoneArrow",3
"ArmorPlus","armorplus:skeletal_king","EntitySkeletalKing",15
"ArmorPlus","armorplus:super_star_arrow","EntitySuperStarArrow",8
"ArmorPlus","armorplus:wither_minion","EntityWitherMinion",11
"ArmorPlus","armorplus:witherling","EntityWitherling",16
"Atum 2","atum:arrow_double_shot_black","EntityArrowDoubleShotBlack",21
"Atum 2","atum:arrow_double_shot_white","EntityArrowDoubleShotWhite",22
"Atum 2","atum:arrow_explosive","EntityArrowExplosive",23
"Atum 2","atum:arrow_fire","EntityArrowFire",24
"Atum 2","atum:arrow_poison","EntityArrowPoison",26
"Atum 2","atum:arrow_quickdraw","EntityArrowQuickdraw",27
"Atum 2","atum:arrow_rain","EntityArrowRain",28
"Atum 2","atum:arrow_slowness","EntityArrowSlowness",29
"Atum 2","atum:arrow_straight","EntityArrowStraight",31
"Atum 2","atum:assassin","EntityAssassin",1
"Atum 2","atum:barbarian","EntityBarbarian",3
"Atum 2","atum:bonestorm","EntityBonestorm",4
"Atum 2","atum:brigand","EntityBrigand",5
"Atum 2","atum:camel","EntityCamel",6
"Atum 2","atum:camel_spit","EntityCamelSpit",20
"Atum 2","atum:desert_rabbit","EntityDesertRabbit",12
"Atum 2","atum:desert_wolf","EntityDesertWolf",7
"Atum 2","atum:forsaken","EntityForsaken",8
"Atum 2","atum:heart_of_ra","EntityHeartOfRa",25
"Atum 2","atum:mummy","EntityMummy",9
"Atum 2","atum:nomad","EntityNomad",10
"Atum 2","atum:pharaoh","EntityPharaoh",11
"Atum 2","atum:scarab","EntityScarab",13
"Atum 2","atum:small_bone","EntitySmallBone",30
"Atum 2","atum:stoneguard","EntityStoneguard",14
"Atum 2","atum:stonewarden","EntityStonewarden",15
"Atum 2","atum:sunspeaker","EntitySunspeaker",16
"Atum 2","atum:tarantula","EntityTarantula",17
"Atum 2","atum:tefnuts_call","EntityTefnutsCall",32
"Atum 2","atum:warlord","EntityWarlord",2
"Atum 2","atum:wraith","EntityWraith",18
"Bailey's Dailies","dailies:bailey","EntityBailey",50
"Battle Towers","battletowers:golem","AS_EntityGolem",1
"Battle Towers","battletowers:golemfireball","AS_EntityGolemFireball",2
"Better Survival","mujmajnkraftsbettersurvival:entityflyingspear","EntityFlyingSpear",0
"Bewitchment","bewitchment:bafometyr","EntityBafometyr",18
"Bewitchment","bewitchment:baphomet","EntityBaphomet",22
"Bewitchment","bewitchment:black_dog","EntityBlackDog",9
"Bewitchment","bewitchment:cambion","EntityCambion",20
"Bewitchment","bewitchment:cleaver","EntityCleaver",14
"Bewitchment","bewitchment:cypress_broom","EntityCypressBroom",0
"Bewitchment","bewitchment:demon","EntityDemon",15
"Bewitchment","bewitchment:demoness","EntityDemoness",16
"Bewitchment","bewitchment:dragons_blood_broom","EntityDragonsBloodBroom",3
"Bewitchment","bewitchment:druden","EntityDruden",21
"Bewitchment","bewitchment:elder_broom","EntityElderBroom",1
"Bewitchment","bewitchment:feuerwurm","EntityFeuerwurm",12
"Bewitchment","bewitchment:ghost","EntityGhost",10
"Bewitchment","bewitchment:hellhound","EntityHellhound",11
"Bewitchment","bewitchment:imp","EntityImp",17
"Bewitchment","bewitchment:juniper_broom","EntityJuniperBroom",2
"Bewitchment","bewitchment:leonard","EntityLeonard",23
"Bewitchment","bewitchment:lizard","EntityLizard",4
"Bewitchment","bewitchment:owl","EntityOwl",5
"Bewitchment","bewitchment:raven","EntityRaven",6
"Bewitchment","bewitchment:shadow_person","EntityShadowPerson",19
"Bewitchment","bewitchment:silver_arrow","EntitySilverArrow",24
"Bewitchment","bewitchment:snake","EntitySnake",7
"Bewitchment","bewitchment:toad","EntityToad",8
"Bewitchment","bewitchment:werewolf","EntityWerewolf",13
"BiblioCraft","bibliocraft:biblioseat","EntitySeat",0
"Blood Arsenal","bloodarsenal:summoned_tool","EntitySummonedTool",1
"Blood Arsenal","bloodarsenal:warp_blade","EntityWarpBlade",2
"Blood Magic: Alchemical Wizardry","bloodmagic:blood_light","EntityBloodLight",1
"Blood Magic: Alchemical Wizardry","bloodmagic:corrupted_chicken","EntityCorruptedChicken",9
"Blood Magic: Alchemical Wizardry","bloodmagic:corrupted_sheep","EntityCorruptedSheep",8
"Blood Magic: Alchemical Wizardry","bloodmagic:corrupted_spider","EntityCorruptedSpider",10
"Blood Magic: Alchemical Wizardry","bloodmagic:corrupted_zombie","EntityCorruptedZombie",7
"Blood Magic: Alchemical Wizardry","bloodmagic:meteor","EntityMeteor",4
"Blood Magic: Alchemical Wizardry","bloodmagic:mimic","EntityMimic",6
"Blood Magic: Alchemical Wizardry","bloodmagic:sentient_specter","EntitySentientSpecter",5
"Blood Magic: Alchemical Wizardry","bloodmagic:soul_arrow","EntitySentientArrow",3
"Blood Magic: Alchemical Wizardry","bloodmagic:soul_snare","EntitySoulSnare",2
"Bountiful Baubles","bountifulbaubles:bee","EntityBee",2
"Bountiful Baubles","bountifulbaubles:beenade","EntityBeenade",1
"Bountiful Baubles","bountifulbaubles:flare","EntityFlare",3
"Bountiful Baubles","bountifulbaubles:grenade","EntityGrenade",0
"Chickens","chickens:chickenschicken","EntityChickensChicken",30000
"Chickens","chickens:thown_egg","EntityColoredEgg",2
"Comforts","comforts:_entity_rest","EntityRest",1
"CoroUtil Library","coroutil:bat_smart","EntityBatSmart",0
"Corpse","corpse:corpse","EntityCorpse",3632
"CreativeCore","creativecore:sit","EntitySit",0
"Defiled Lands","defiledlands:blastem_fruit","EntityBlastemFruit",9
"Defiled Lands","defiledlands:blastem_fruit_blazing","EntityBlastemFruitBlazing",10
"Defiled Lands","defiledlands:book_wyrm","EntityBookWyrm",6
"Defiled Lands","defiledlands:host","EntityHost",4
"Defiled Lands","defiledlands:ravager_projectile","EntityRavagerProjectile",11
"Defiled Lands","defiledlands:scuttler","EntityScuttler",3
"Defiled Lands","defiledlands:shambler","EntityShambler",1
"Defiled Lands","defiledlands:shambler_twisted","EntityShamblerTwisted",2
"Defiled Lands","defiledlands:slime_defiled","EntitySlimeDefiled",5
"Defiled Lands","defiledlands:the_destroyer","EntityDestroyer",7
"Defiled Lands","defiledlands:the_mourner","EntityMourner",8
"Digimobs","digimobs:aeroveedramon","EntityAeroVeedramon",1076
"Digimobs","digimobs:agumon","EntityAgumon",640
"Digimobs","digimobs:agumons","EntityAgumonS",667
"Digimobs","digimobs:agunimon","EntityAgunimon",1086
"Digimobs","digimobs:airdramon","EntityAirdramon",823
"Digimobs","digimobs:allomon","EntityAllomon",945
"Digimobs","digimobs:alphamon","EntityAlphamon",1252
"Digimobs","digimobs:andromon","EntityAndromon",1029
"Digimobs","digimobs:angemon","EntityAngemon",766
"Digimobs","digimobs:angewomon","EntityAngewomon",1020
"Digimobs","digimobs:anim","EntityDigivolutionAnimation",202
"Digimobs","digimobs:ankylomon","EntityAnkylomon",812
"Digimobs","digimobs:antylamondata","EntityAntylamonGood",1027
"Digimobs","digimobs:antylamonvirus","EntityAntylamonEvil",1028
"Digimobs","digimobs:apollomon","EntityApollomon",1278
"Digimobs","digimobs:aquilamon","EntityAquilamon",811
"Digimobs","digimobs:arkadiegg","EntityArkadiEgg",531
"Digimobs","digimobs:arkadimonfresh","EntityArkadimonFresh",576
"Digimobs","digimobs:armadillomon","EntityArmadillomon",665
"Digimobs","digimobs:aruraumon","EntityAruraumon",646
"Digimobs","digimobs:babydmon","EntityBabydmon",620
"Digimobs","digimobs:bacomon","EntityBacomon",1497
"Digimobs","digimobs:baihumon","EntityBaihumon",1291
"Digimobs","digimobs:bakemon","EntityBakemon",824
"Digimobs","digimobs:baohackmon","EntityBaoHackmon",829
"Digimobs","digimobs:bearmon","EntityBearmon",692
"Digimobs","digimobs:beelzemon","EntityBeelzemon",1246
"Digimobs","digimobs:betamon","EntityBetamon",683
"Digimobs","digimobs:bigmamemon","EntityBigMamemon",1068
"Digimobs","digimobs:birdramon","EntityBirdramon",761
"Digimobs","digimobs:biyomon","EntityBiyomon",643
"Digimobs","digimobs:blackagumon","EntityBlackAgumon",657
"Digimobs","digimobs:blackagumons","EntityBlackAgumonS",707
"Digimobs","digimobs:blackgabumon","EntityBlackGabumon",658
"Digimobs","digimobs:blackgaogamon","EntityBlackGaogamon",826
"Digimobs","digimobs:blackgargomon","EntityBlackGargomon",778
"Digimobs","digimobs:blackgarurumon","EntityBlackGarurumon",759
"Digimobs","digimobs:blackgatomon","EntityBlackGatomon",772
"Digimobs","digimobs:blackgreymon","EntityBlackGreymon",757
"Digimobs","digimobs:blackgrowlmon","EntityBlackGrowlmon",775
"Digimobs","digimobs:blackguilmon","EntityBlackGuilmon",660
"Digimobs","digimobs:blackimperialdramondm","EntityBlackImperialdramonDM",1269
"Digimobs","digimobs:blackimperialdramonfm","EntityBlackImperialdramonFM",1270
"Digimobs","digimobs:blackkingnumemon","EntityBlackKingNumemon",1061
"Digimobs","digimobs:blackmachgaogamon","EntityBlackMachGaogamon",1072
"Digimobs","digimobs:blackmegagargomon","EntityBlackMegaGargomon",1243
"Digimobs","digimobs:blackmetalgarurumon","EntityBlackMetalGarurumon",1233
"Digimobs","digimobs:blackrapidmon","EntityBlackRapidmon",1026
"Digimobs","digimobs:blackwargreymon","EntityBlackWarGreymon",1232
"Digimobs","digimobs:blackwargreymonx","EntityBlackWarGreymonX",1293
"Digimobs","digimobs:blackwargrowlmon","EntityBlackWarGrowlmon",1047
"Digimobs","digimobs:bluemeramon","EntityBlueMeramon",1034
"Digimobs","digimobs:boltmon","EntityBoltmon",1247
"Digimobs","digimobs:bombernanimon","EntityBomberNanimon",807
"Digimobs","digimobs:bombmon","EntityBombmon",622
"Digimobs","digimobs:bomegg","EntityBomEgg",530
"Digimobs","digimobs:bommon","EntityBommon",575
"Digimobs","digimobs:botaegg","EntityBotaEgg",500
"Digimobs","digimobs:botamon","EntityBotamon",545
"Digimobs","digimobs:brachiomon","EntityBrachiomon",1050
"Digimobs","digimobs:breakdramon","EntityBreakdramon",1281
"Digimobs","digimobs:budmon","EntityBudmon",608
"Digimobs","digimobs:bukamon","EntityBukamon",595
"Digimobs","digimobs:buraimon","EntityBuraimon",838
"Digimobs","digimobs:burninggreymon","EntityBurningGreymon",1087
"Digimobs","digimobs:butenmon","EntityButenmon",1082
"Digimobs","digimobs:calumon","EntityCalumon",631
"Digimobs","digimobs:candlemon","EntityCandlemon",654
"Digimobs","digimobs:cannonbeemon","EntityCannonBeemon",1059
"Digimobs","digimobs:cannondramon","EntityCannondramon",1285
"Digimobs","digimobs:cardmonc1","EntityCardmonC1",711
"Digimobs","digimobs:cardmonc2","EntityCardmonC2",712
"Digimobs","digimobs:cardmonr1","EntityCardmonR1",1070
"Digimobs","digimobs:cardmonr2","EntityCardmonR2",1071
"Digimobs","digimobs:cardmons1","EntityCardmonS1",1265
"Digimobs","digimobs:cardmons2","EntityCardmonS2",1266
"Digimobs","digimobs:cardmonu1","EntityCardmonU1",827
"Digimobs","digimobs:cardmonu2","EntityCardmonU2",828
"Digimobs","digimobs:centarumon","EntityCentarumon",843
"Digimobs","digimobs:chaosgallantmon","EntityChaosGallantmon",1239
"Digimobs","digimobs:chaosgallantmoncore","EntityChaosGallantmonCore",1284
"Digimobs","digimobs:chaosgrimmon","EntityChaosGrimmon",1081
"Digimobs","digimobs:chaosmetalseadramon","EntityChaosMetalSeadramon",1268
"Digimobs","digimobs:chaospiedmon","EntityChaosPiedmon",1272
"Digimobs","digimobs:chaoswargreymon","EntityChaosWarGreymon",1264
"Digimobs","digimobs:chapmon","EntityChapmon",621
"Digimobs","digimobs:cherrymon","EntityCherrymon",1064
"Digimobs","digimobs:cherubimonevil","EntityCherubimonEvil",1236
"Digimobs","digimobs:cherubimongood","EntityCherubimonGood",1235
"Digimobs","digimobs:chiboegg","EntityChiboEgg",508
"Digimobs","digimobs:chibomon","EntityChibomon",553
"Digimobs","digimobs:chicchimon","EntityChicchimon",623
"Digimobs","digimobs:chronomonhm","EntityChronomonHM",1279
"Digimobs","digimobs:chuchidarumon","EntityChuchidarumon",787
"Digimobs","digimobs:chuumon","EntityChuumon",697
"Digimobs","digimobs:citramon","EntityCitramon",842
"Digimobs","digimobs:clearagumon","EntityClearAgumon",687
"Digimobs","digimobs:cocoegg","EntityCocoEgg",515
"Digimobs","digimobs:cocomon","EntityCocomon",560
"Digimobs","digimobs:coelamon","EntityCoelamon",1486
"Digimobs","digimobs:commandramon","EntityCommandramon",718
"Digimobs","digimobs:coredramonblue","EntityCoredramonBlue",833
"Digimobs","digimobs:coredramongreen","EntityCoredramonGreen",834
"Digimobs","digimobs:coronamon","EntityCoronamon",716
"Digimobs","digimobs:crabmon","EntityCrabmon",699
"Digimobs","digimobs:craniamon","EntityCraniamon",1289
"Digimobs","digimobs:crescemon","EntityCrescemon",1058
"Digimobs","digimobs:cyclonemon","EntityCyclonemon",813
"Digimobs","digimobs:darktyrannomon","EntityDarkTyrannomon",814
"Digimobs","digimobs:datiriegg","EntityDatiriEgg",522
"Digimobs","digimobs:datirimon","EntityDatirimon",567
"Digimobs","digimobs:demidevimon","EntityDemiDevimon",679
"Digimobs","digimobs:demimeramon","EntityDemiMeramon",612
"Digimobs","digimobs:demiveemon","EntityDemiVeemon",598
"Digimobs","digimobs:deramon","EntityDeramon",1085
"Digimobs","digimobs:devidramon","EntityDevidramon",817
"Digimobs","digimobs:devimon","EntityDevimon",791
"Digimobs","digimobs:dianamon","EntityDianamon",1250
"Digimobs","digimobs:digitamamon","EntityDigitamamon",1043
"Digimobs","digimobs:digmon","EntityDigmon",934
"Digimobs","digimobs:dodoegg","EntityDodoEgg",533
"Digimobs","digimobs:dodomon","EntityDodomon",578
"Digimobs","digimobs:dokunemon","EntityDoKunemon",674
"Digimobs","digimobs:dolphmon","EntityDolphmon",840
"Digimobs","digimobs:dorimon","EntityDorimon",611
"Digimobs","digimobs:dorugamon","EntityDorugamon",785
"Digimobs","digimobs:dorugreymon","EntityDoruGreymon",1060
"Digimobs","digimobs:dorumon","EntityDorumon",669
"Digimobs","digimobs:doumon","EntityDoumon",1024
"Digimobs","digimobs:dracomon","EntityDracomon",714
"Digimobs","digimobs:dregg","EntityDREgg",535
"Digimobs","digimobs:drimogemon","EntityDrimogemon",845
"Digimobs","digimobs:dsegg","EntityDSEgg",541
"Digimobs","digimobs:dynasmon","EntityDynasmon",1267
"Digimobs","digimobs:elecmon","EntityElecmon",677
"Digimobs","digimobs:etemon","EntityEtemon",1091
"Digimobs","digimobs:examon","EntityExamon",1283
"Digimobs","digimobs:exogrimmon","EntityExoGrimmon",1280
"Digimobs","digimobs:extyrannomon","EntityExTyrannomon",1035
"Digimobs","digimobs:exveemon","EntityExVeemon",770
"Digimobs","digimobs:exveemonvirus","EntityExVeemonVirus",832
"Digimobs","digimobs:fanbeemon","EntityFanBeemon",701
"Digimobs","digimobs:firamon","EntityFiramon",836
"Digimobs","digimobs:flamedramon","EntityFlamedramon",931
"Digimobs","digimobs:flaremon","EntityFlaremon",1080
"Digimobs","digimobs:floramon","EntityFloramon",713
"Digimobs","digimobs:flymon","EntityFlymon",841
"Digimobs","digimobs:frigimon","EntityFrigimon",786
"Digimobs","digimobs:frimon","EntityFrimon",625
"Digimobs","digimobs:fufuegg","EntityFufuEgg",534
"Digimobs","digimobs:fufumon","EntityFufumon",579
"Digimobs","digimobs:fugamon","EntityFugamon",810
"Digimobs","digimobs:gabumon","EntityGabumon",641
"Digimobs","digimobs:gallantmon","EntityGallantmon",1238
"Digimobs","digimobs:gankoomon","EntityGankoomon",1288
"Digimobs","digimobs:gaogamon","EntityGaogamon",783
"Digimobs","digimobs:gaomon","EntityGaomon",668
"Digimobs","digimobs:gaossmon","EntityGaossmon",1496
"Digimobs","digimobs:garbagemon","EntityGarbagemon",1090
"Digimobs","digimobs:gargomon","EntityGargomon",777
"Digimobs","digimobs:garudamon","EntityGarudamon",1014
"Digimobs","digimobs:garurumon","EntityGarurumon",758
"Digimobs","digimobs:gatomon","EntityGatomon",768
"Digimobs","digimobs:gazimon","EntityGazimon",680
"Digimobs","digimobs:gekomon","EntityGekomon",1488
"Digimobs","digimobs:gennai","EntityGennai",1481
"Digimobs","digimobs:geogreymon","EntityGeoGreymon",782
"Digimobs","digimobs:geremon","EntityGeremon",802
"Digimobs","digimobs:gesomon","EntityGesomon",1487
"Digimobs","digimobs:gigadramon","EntityGigadramon",1067
"Digimobs","digimobs:gigimon","EntityGigimon",602
"Digimobs","digimobs:giromon","EntityGiromon",1038
"Digimobs","digimobs:gizamon","EntityGizamon",681
"Digimobs","digimobs:gladimon","EntityGladimon",1490
"Digimobs","digimobs:goblimon","EntityGoblimon",693
"Digimobs","digimobs:goldnumemon","EntityGoldNumemon",1256
"Digimobs","digimobs:goldveedramon","EntityGoldVeedramon",938
"Digimobs","digimobs:gomamon","EntityGomamon",647
"Digimobs","digimobs:gotsumon","EntityGotsumon",690
"Digimobs","digimobs:greymon","EntityGreymon",756
"Digimobs","digimobs:grimmon","EntityGrimmon",837
"Digimobs","digimobs:grizzlymon","EntityGrizzlymon",805
"Digimobs","digimobs:groundramon","EntityGroundramon",1083
"Digimobs","digimobs:growlmon","EntityGrowlmon",774
"Digimobs","digimobs:growlmondata","EntityGrowlmonYellow",830
"Digimobs","digimobs:guardromon","EntityGuardromon",788
"Digimobs","digimobs:guardromongold","EntityGuardromonGold",831
"Digimobs","digimobs:guilmon","EntityGuilmon",659
"Digimobs","digimobs:gummymon","EntityGummymon",604
"Digimobs","digimobs:gururumon","EntityGururumon",760
"Digimobs","digimobs:hackmon","EntityHackmon",709
"Digimobs","digimobs:hagurumon","EntityHagurumon",670
"Digimobs","digimobs:halsemon","EntityHalsemon",933
"Digimobs","digimobs:hawkmon","EntityHawkmon",664
"Digimobs","digimobs:herculeskabuterimon","EntityHerculesKabuterimon",1225
"Digimobs","digimobs:hiandromon","EntityHiAndromon",1234
"Digimobs","digimobs:highvisionmonitamon","EntityHiVisionMonitamon",1495
"Digimobs","digimobs:hopmon","EntityHopmon",606
"Digimobs","digimobs:hyogamon","EntityHyogamon",809
"Digimobs","digimobs:hyokomon","EntityHyokomon",706
"Digimobs","digimobs:icedevimon","EntityIceDevimon",792
"Digimobs","digimobs:icemon","EntityIcemon",803
"Digimobs","digimobs:ikkakumon","EntityIkkakumon",765
"Digimobs","digimobs:imperialdramondm","EntityImperialdramonDM",1231
"Digimobs","digimobs:imperialdramonfm","EntityImperialdramonFM",1253
"Digimobs","digimobs:imperialdramonpm","EntityImperialdramonPM",1254
"Digimobs","digimobs:impmon","EntityImpmon",662
"Digimobs","digimobs:jmojyamon","EntityJMojyamon",847
"Digimobs","digimobs:jtegg","EntityJTEgg",540
"Digimobs","digimobs:jyariegg","EntityJyariEgg",512
"Digimobs","digimobs:jyarimon","EntityJyarimon",557
"Digimobs","digimobs:kabuterimon","EntityKabuterimon",763
"Digimobs","digimobs:kamemon","EntityKamemon",653
"Digimobs","digimobs:kapurimon","EntityKapurimon",613
"Digimobs","digimobs:kenkimon","EntityKenkimon",948
"Digimobs","digimobs:keramon","EntityKeramon",689
"Digimobs","digimobs:ketoegg","EntityKetoEgg",516
"Digimobs","digimobs:ketomon","EntityKetomon",561
"Digimobs","digimobs:kiiegg","EntityKiiEgg",517
"Digimobs","digimobs:kiimon","EntityKiimon",562
"Digimobs","digimobs:kingetemon","EntityKingEtemon",1297
"Digimobs","digimobs:kingsukamon","EntityKingSukamon",1031
"Digimobs","digimobs:kingwhamon","EntityKingWhamon",1295
"Digimobs","digimobs:kiwimon","EntityKiwimon",839
"Digimobs","digimobs:knightmon","EntityKnightmon",1089
"Digimobs","digimobs:kogamon","EntityKogamon",1489
"Digimobs","digimobs:kokomon","EntityKokomon",605
"Digimobs","digimobs:kokuwamon","EntityKokuwamon",682
"Digimobs","digimobs:koromon","EntityKoromon",590
"Digimobs","digimobs:kotemon","EntityKotemon",702
"Digimobs","digimobs:kudamon","EntityKudamon",710
"Digimobs","digimobs:kunemon","EntityKunemon",673
"Digimobs","digimobs:kuraegg","EntityKuraEgg",521
"Digimobs","digimobs:kuramon","EntityKuramon",566
"Digimobs","digimobs:kuwagamon","EntityKuwagamon",820
"Digimobs","digimobs:kuzuhamon","EntityKuzuhamon",1241
"Digimobs","digimobs:kyaromon","EntityKyaromon",626
"Digimobs","digimobs:kyokyomon","EntityKyokyomon",617
"Digimobs","digimobs:kyubimon","EntityKyubimon",776
"Digimobs","digimobs:kyubimonsilver","EntityKyubimonSilver",822
"Digimobs","digimobs:kyupimon","EntityKyupimon",624
"Digimobs","digimobs:ladydevimon","EntityLadyDevimon",1048
"Digimobs","digimobs:lalamon","EntityLalamon",696
"Digimobs","digimobs:leafegg","EntityLeafEgg",511
"Digimobs","digimobs:leafmon","EntityLeafmon",556
"Digimobs","digimobs:lekismon","EntityLekismon",818
"Digimobs","digimobs:leomon","EntityLeomon",790
